NAME,Flag
Job Creators Network,Project 2025 coalition partner
Keystone Policy,Project 2025 coalition partner
The Leadership Institute,Project 2025 coalition partner
League of American Workers,Project 2025 coalition partner
Liberty University,Project 2025 coalition partner
Mackinac Center for Public Policy,Project 2025 coalition partner
The Malone Institute,Project 2025 coalition partner
Media Research Center,Project 2025 coalition partner
Mississippi Center for Public Policy,Project 2025 coalition partner
Moms for Liberty,Project 2025 coalition partner
Mountain States Policy Center,Project 2025 coalition partner
National Association of Scholars,Project 2025 coalition partner
National Center for Public Policy Research,Project 2025 coalition partner
Native Americans for Sovereignty and Preservation,Project 2025 coalition partner
Noah Webster Educational Foundation,Project 2025 coalition partner
Oklahoma Council of Public Affairs,Project 2025 coalition partner
Project 21 Black Leadership Network,Project 2025 coalition partner
Pacific Research Institute,Project 2025 coalition partner
The Palm Beach Freedom Institute,Project 2025 coalition partner
Palmetto Promise,Project 2025 coalition partner
Patrick Henry College,Project 2025 coalition partner
The Patriot Foundation Trust,Project 2025 coalition partner
Personnel Policy Operations,Project 2025 coalition partner
Public Interest Legal Foundation,Project 2025 coalition partner
Recovery for America Now Foundation,Project 2025 coalition partner
Republicans Overseas Foundation,Project 2025 coalition partner
Stop Abusive and Violent Environments,Project 2025 coalition partner
Stand Together Against Racism and Radicalism in the Services,Project 2025 coalition partner
Students for Life of America,Project 2025 coalition partner
Susan B. Anthony Pro-Life America,Project 2025 coalition partner
Tea Party Patriots,Project 2025 coalition partner
Texas Public Policy Foundation,Project 2025 coalition partner
Teneo Network,Project 2025 coalition partner
Turning Point USA,Project 2025 coalition partner
Young America’s Foundation,Project 2025 coalition partner
